,Provider_Id,HoldingCompanyName,DBAName,ProviderName,num_block
1559,46252,"Mega Acquisition Holdings, Inc.",Northland Communications,"Northland Cable Properties, Inc.",1743
1560,46253,City of Opelika,Opelika Power Services,"Opelika Power Services, City of Opelika, AL",798
1561,46254,Otelco Inc.,Otelco,Brindlee Mountain Telephone LLC,802
1562,46256,Jade communications LLC,Jade Communications LLC,Jade Communications LLC,6401
1563,46257,Otelco Inc.,Otelco,Blountsville Telephone LLC,375
1564,46258,"WireFree Communications, Inc.",wirefree,"WireFree Communications, Inc.",1585
1565,46260,"Eaglenet, Inc.",Iserv,The Iserv Company,363
1566,46261,"Eaglenet, Inc.",Iserv,"JAS Networks, Inc",458
1567,46262,"InterBel Telephone Cooperative, Inc.","InterBel Telephone Cooperative, Inc.","InterBel Telephone Cooperative, Inc.",179
1568,46264,"Windstream Holdings, Inc.",PAETEC Communications Inc,"PAETEC Communications, Inc.",3518
1569,46264,"Windstream Holdings, Inc.",PAETEC Communications LLC,"PAETEC Communications, Inc.",1212
1570,46264,"Windstream Holdings, Inc.","PAETEC Communications of Virginia, LLC","PAETEC Communications, Inc.",1276
1571,46264,"Windstream Holdings, Inc.","PAETEC Communications, Inc","PAETEC Communications, Inc.",16191
1572,46264,"Windstream Holdings, Inc.","PAETEC Communications, LLC","PAETEC Communications, Inc.",7265
1573,46265,Park Region Mutual Telephone Company,Valley Telephone,Valley Telephone Company,361
1574,46266,"Precision Technology, Inc.",Airbits,"Precision Technology, Inc. dba Connecting Point",929
1575,46266,"Precision Technology, Inc.",Connecting Point,"Precision Technology, Inc. dba Connecting Point",17271
1576,46266,"Precision Technology, Inc.",Data CC,"Precision Technology, Inc. dba Connecting Point",3427
1577,46268,Murray Electric System,Murray Electric System,Murray Electric System,1560
1578,46269,"SCTG, LLC",SCANA Communications Inc.,"SCANA Communications, Inc.",175
1579,46270,"Sweetser Rural Telephone Company, Inc.",Sweetser Telephone Company Inc.,Sweetser Telephone Company Inc.,332
1580,46271,"Good Connections, LLC",Good Connections LLC,"Good Connections, LLC",197
1581,46272,"Strickland Communications, Inc.",Brantley Telephone Co,Brantley Telephone Company Inc,994
1582,46274,Wyoming Mutual Telephone Company,Wyoming Mutual Telephone Company,Wyoming Mutual Telephone Company,190
1583,46278,"Dobson Technologies, Inc.",Dobson Telephone Company,DOBSON TELEPHONE CO INC,1114
1584,46281,"Eagle Internet Services, LLC","Eagle Internet Services, LLC",Eagle Internet Services LLC,55
1585,46283,"Eagle Telephone Systems, Inc.",Eagle Telephone Systems,"Eagle Telephone System, Incorporated",255
1586,46284,"Dobson Technologies, Inc.",McLoud Telephone Company,McLoud Telephone Co,700
1587,46287,"Dobson Technologies, Inc.",Dobson Technologies,"Dobson Technologies, Transport and Telecom Solutions",1666
1588,46295,"Guadalupe Valley Telephone Cooperative, Inc.","Guadalupe Valley Telephone Cooperative, Inc.","Guadalupe Valley Telephone Cooperative, Inc.",3694
1589,46296,Southern Kansas Telephone Company,"SKT, Inc.","SKT, Inc.",783
1590,46297,Northeast Missouri Rural Telephone Company,Northeast Missouri Rural Telephone Company,Northeast Missouri Rural Telephone Company,3863
1591,46298,"Glandorf Telephone Co., Inc.",Glandorf Telephone Company Inc,"Glandorf Telephone Co. ,Inc",15
1592,46301,"Alenco Communications, Inc.",pathway,"Pathway Com-Tel, Inc.",1231
1593,46305,Ironton Telephone Company,IRONTON TELEPHONE COMPANY,IRONTON TELEPHONE COMPANY,690
1594,46306,Trenton Telephone Co.,Trenton Telephone Company,Trenton Telephone Co.,680
1595,46311,"InterBel Telephone Cooperative, Inc.","InterBel Telephone Cooperative, Inc.","InterBel Telephone Cooperative, Inc.",2084
1596,46315,"Cibola, LLC",Cibola LLC dba Cibola Wireless,Allen Quinn,34358
1597,46316,Northwest Open Access Network,NoaNet,Northwest Open Access Network,83
1598,46317,Inland Development Corporation,"Rothsay Telephone Company, Inc.","Rothsay Telephone Company, Inc.",355
1599,46318,Golden Belt Telephone,"Golden Belt Telephone Association, Inc.","Golden Belt Telephone Association, Inc.",5240
1600,46320,Black Mesa Wireless LLC,Black Mesa Wireless,Black Mesa Wireless LLC,183
1601,46324,"Ponderosa Communications, Inc.",Ponderosa Telephone Company,The Ponderosa Telephone Co.,1020
1602,46325,"IsoFusion, Inc.",SRC,ISOMEDIA Inc,48
1603,46326,QRO Wireless of Idaho Inc.,qrowireless,qrowireless of idaho,23
1604,46329,"Tivcorp, Inc.",Webjogger Internet Services,"Tivcorp, Inc. d/b/a Webjogger Internet Services",2420
1605,46332,Western Sonoma County Internet Cooperative Corporation,Western Sonoma County Internet Cooperative Corporation,Western Sonoma County Internet Cooperative Corporation,19
1606,46333,LVWifi.com,LVWificom,Title (Optional),13
1607,46334,Transtelco,Transtelco,"Transtelco, Inc.",68
1608,46335,"Cityless Internet Services, LLC","Cityless Internet Services, LLC","Cityless Internet Services, LLC",66
1609,46336,Suburban Cable Inc.,Suburban,Suburban Cable Inc.,21
1610,46339,"Coon Valley Cooperative Telephone Association, Inc.",Coon Valley Cooperative Telephone Association,"Coon Valley Co-op Telephone Association, Inc.",586
1611,46340,"Minerva Valley Telephone Company, Inc.",Minerva Valley Telephone Company,"Minerva Valley Telephone Co., Inc.",267
1612,46342,Net NV LLC,Net NV,Net NV LLC,47
1613,46343,"Technically Awesome, LLC","Technically Awesome, LLC","Technically Awesome, LLC",77
1614,46345,Delta Montrose Electric Association,Elevate Fiber,"DMEA Utilities Services, LLC",1326
1615,46346,"Trumansburg Telephone Co., Inc./Ontario Telephone Co., Inc.","Ontario Telephone Company, Inc.","Ontario Telephone Company, Inc.",216
1616,46347,"Trumansburg Telephone Co., Inc./Ontario Telephone Co., Inc.",Trumansburg TelephoneCompany,"Trumansburg  Telephone Company, Inc.",617
1617,46351,Mitrelink,Mitrelink,Mitrelink,10
1618,46353,"A+ Wireless, Inc.",Advantage Wireless,"A+ Wireless, Inc. d/b/a Advantage Wireless",25
1619,46354,"Atlantech Online, Inc.","Atlantech Online, Inc.","Atlantech Online, Inc.",245
1620,46358,Fundamental Holdings Corp.,Fundamental Holdings Peak Internet,Peak Internet,471
1621,46363,Vogtmann Engineering Inc.,VogtmannEngineering,Vogtmann Engineering Inc,209
1622,46365,"e-Polk, Inc.",PANGAEA Internet,"e-Polk, Inc.",50
1623,46367,"Geneva Broadband, LLC","Geneva Broadband, LLC","Geneva Broadband, LLC",2144
1624,46368,"Dell Telephone Cooperative, Inc.","Dell Telephone Cooperative, Inc.","Dell Telephone Cooperative, Inc.",4811
1625,46369,Full Service Network LP,Full Service Network,FULL SERVICE NETWORK LP,93
1626,46372,Bergen Telephone Company,Bergen Telephone Company,The Bergen Telephone Company,60
1627,46374,"Dell Telephone Cooperative, Inc.","Delcom, Inc.","Delcom, Inc.",1134
1628,46375,Conexiz Corporation,CONEXIZ Corporation,CONEXIZ Corporation,30
1629,46376,LakeNet LLC,LakeNet LLC,LakeNet LLC,856
1630,46377,Softworx Inc.,Softworx Incorporated,Softworx Incorporated,239
1631,46378,"Velocity.Net Communications, Inc.",VelocityNetComm,"Velocity.Net Communications, INC",108
1632,46380,"Shawnee Communications, Inc.",Shawnee Telephone,Shawnee Telephone Company,1394
1633,46381,"Shawnee Communications, Inc.",Moultrie Independent Telephone Co,Moultrie Independent Telephone Company,248
1634,46382,"Shawnee Communications, Inc.",ShawneeLec,ShawneeLEC,3587
1635,46384,Selectronics Corporation,Selectronics,"Waitsfield-Fayston Telephone Co., Inc.",1168
1636,46385,"Vernon Telephone Cooperative, Inc.",Vernon Communications Cooperative,Vernon Communications LLC,298
1637,46386,"Vernon Telephone Cooperative, Inc.",Vernon Communications Cooperative,Vernon Telephone Cooperative,1757
1638,46389,Sharon Telephone Company (IL & WI),Sharon Telephone Company,Sharon Telephone Company - CLEC,95
1639,46390,Citizens Telephone Company of Kecksburg,"Citizens Telecom Solutions, LLC.",Citizens Telecom Solutions LLC,223
1640,46393,"Amery Telcom, Inc.",Northwest Community Communications,SOMERSET TELEPHONE COMPANY,278
1641,46394,"Tech-Com, Inc.",GENUINE TELECOM,"Tech-Com, Inc.",322
1642,46396,"Tri-County Communications Cooperative, Inc.","Tri-County Communications Cooperative, Inc.","Tri-County Telephone Cooperative, Inc.",1788
1643,46397,"Tri-County Communications Cooperative, Inc.",Western Wisconsin Communications LLC,"Tri-County Telephone Cooperative, Inc.",2773
1644,46399,Union Telephone Company,Union Telephone Company,Union Telephone Company,1027
1645,46400,Reedsburg Utility Commission,Reedsburg Utility Commission,Reedsburg Utility Commission,895
1646,46401,"Marquette-Adams Telephone Cooperative, Inc.",Marquette-Adams Telephone,"Marquette-Adams Telephone Cooperative, Inc.",882
1647,46402,"New Ulm Telecom, Inc.",NU-Telecom,New Ulm Telecom RWF,1076
1648,46404,"New Ulm Telecom, Inc.",NU-Telecom,Western Telephone Company,1777
1649,46405,"New Ulm Telecom, Inc.",NU-Telecom,Peoples Telephone Company,349
1650,46406,Citizens Telephone Company of Kecksburg,"Citizens Telecom Solutions, LLC.",Citizens Telephone Company of Kecksburg,223
1651,46409,"Perry-Spencer Rural Telephone Cooperative, Inc.","Perry-Spencer Rural Telephone Cooperative, Inc.","Perry-Spencer Rural Telephone Cooperative, Inc.",1309
1652,46411,"D & P Communications, Inc.",D&P Communications,"D & P  Cable, Incorporated",1789
1653,46412,Everstream Holding Company LLC,"LYNX Network Group, Inc.","LYNX Network Group, Inc.",77
1654,46413,"Pend Oreille Valley Networks, Inc.",CF Internet,"Pend Oreille Valley Networks, Inc.",327
1655,46413,"Pend Oreille Valley Networks, Inc.","Pend Oreille Valley Networks, Inc.","Pend Oreille Valley Networks, Inc.",4385
1656,46415,Unggoy Broadband,Unggoy Broadband,Unggoy Broadband LLC,500
1657,46416,Blue Ridge Mountain Electric Membership Corporation,Blue Ridge Mountain EMC,Blue Ridge Mountain EMC,1231
1658,46417,Wilkes Telephone Membership Corporation,Gamewood,"Gamewood Technology Group, Inc. d/b/a RiverStreet Networks",202
1659,46417,Wilkes Telephone Membership Corporation,KQVA.net,"Gamewood Technology Group, Inc. d/b/a RiverStreet Networks",138
1660,46418,"Interstate Telecommunications Cooperative, Inc.",ITC,"Interstate Telecommunications Cooperative, Inc.",297
1661,46420,Calaveras Communications Company,CALTEL Connections,Calaveras Telephone Company,636
1662,46422,Fort Pierce Utilities Authority,Ft. Pierce Utilities Authority,Fort Pierce Utilities Authority,17
1663,46423,"Towerstream, Inc.",Towerstream,"TOWERSTREAM, INC.",2310
1664,46424,"Smartcom Telephone, LLC",SmartCom Telephone,"Smartcom Telephone, LLC",807
1665,46426,Reservation Telephone Cooperative,Reservation Telephone Cooperative,Reservation Telephone Cooperative,4105
1666,46427,"Jo-Carroll Energy, Inc.",SandPrairie,Jo-Carroll Energy Inc,898
1667,46428,RS Fiber Cooperative,RSFiberCooperative,RS Fiber Cooperative,5233
1668,46430,"Two Tin Cans, LLC","Two Tin Cans, LLC",Two Tin Cans,26
1669,46432,Surry Telephone Membership Corporation,Piedmont Communications Services Inc.,"Piedmont Communications Services, Inc",1002
1670,46433,"Windstream Holdings, Inc.",PAETEC Business Services,US LEC LLC,4742
1671,46433,"Windstream Holdings, Inc.",US LEC Communications LLC,US LEC LLC,109
1672,46433,"Windstream Holdings, Inc.","US LEC Communications, LLC",US LEC LLC,192
1673,46433,"Windstream Holdings, Inc.","US LEC of Alabama, LLC",US LEC LLC,261
1674,46433,"Windstream Holdings, Inc.","US LEC of Florida, LLC",US LEC LLC,907
1675,46433,"Windstream Holdings, Inc.","US LEC of Georgia, LLC",US LEC LLC,374
1676,46433,"Windstream Holdings, Inc.","US LEC of Maryland, LLC",US LEC LLC,379
1677,46433,"Windstream Holdings, Inc.","US LEC of North Carolina, LLC",US LEC LLC,692
1678,46433,"Windstream Holdings, Inc.","US LEC of Pennsylvania, LLC",US LEC LLC,729
1679,46433,"Windstream Holdings, Inc.","US LEC of South Carolina, LLC",US LEC LLC,148
1680,46433,"Windstream Holdings, Inc.","US LEC of Tennessee, LLC",US LEC LLC,819
1681,46433,"Windstream Holdings, Inc.","US LEC of Virginia, LLC",US LEC LLC,637
1682,46434,CMS Internet LLC,CMS Internet LLC,CMSInter.Net LLC,12427
1683,46437,Everstream Holding Company LLC,Everstream GLC Holding Company LLC,Everstream GLC Holding Company LLC,159
1684,46438,Cogent Communications Group,Cogent Communications,Cogent Communications Group,1564
1685,46443,Buggs Island Telephone Cooperative,Buggs Island Telephone Cooperative,Buggs Island Telephone Cooperative,8009
1686,46445,SiFiBE,SIFIBE,"SIFIBE, LLC",32
1687,46446,"Taneynet Broadband, Inc.","Taneynet Broadband, Inc.","Taneynet Broadband, Inc.",67
1688,46448,Wyoming.Com,Wyoming.com,Wyoming.Com,22294
1689,46449,Brazos WiFi,BrazosWiFi,Brazos WiFi,394
1690,46450,"CCAonline, Inc.",CCAonline,"CCAonline, Inc",446
1691,46451,"Windstream Holdings, Inc.","American Telephone Company, LLC",American Telephone Company LLC,19
1692,46453,"Action Communications, Inc.",Action Communications,Action Communications Inc.,18355
1693,46455,"JCMM Ventures, LLC",Net-Change.Com,"JCMM VENTURES, LLC d/b/a Net-Change.Com",118
1694,46456,Aaris,AARIS,"ELECTRONIC INNOVATIONS, INC",232
1695,46457,BlueBit Networks LLC,BlueBit Networks,BLUEBIT NETWORKS LLC,1984
1696,46459,"DerbyTech, Inc.",DerbyNet,DerbyNet,593
1697,46460,Clair Global Corporation,Clair Global Corporation,Clair Global Corporation,34
1698,46461,Surry Telephone Membership Corporation,Piedmont Communications,Surry Telephone Membership Corporation,430
1699,46461,Surry Telephone Membership Corporation,Surry Telephone Membership Corporation,Surry Telephone Membership Corporation,2647
1700,46462,Northern Network Concepts,Fallsnet,"Northern Network Concepts, Inc.",2110
1701,46463,Linxus Internet LLC,Madison Gigabit Internet,Madison Gigabit Internet,1006
1702,46464,"Beamspeed, LLC",Beampeed LLC,"Beamspeed, L.L.C.",1449
1703,46465,"United Datacom Networks, Inc.",Cloud My Office,"United Datacom Networks, Inc",45
1704,46466,"Aero Communications, LLC",AeroCommunicationsLLC,"Aero Communications, LLC",696
1705,46468,"Hill Country Telephone Cooperative, Inc.",HCTC,"Hill Country Telephone Cooperative, Inc.",2168
1706,46469,"Hill Country Telephone Cooperative, Inc.",HCT,"Hill Country Telephone Cooperative, Inc.",724
1707,46470,Veopoint,Veopoint Internet,Veopoint,3622
1708,46471,LeapStream,Leapstream,McNutt Consulting Services,558
1709,46473,Crossroads,"Crossroads Broadband, Inc","Crossroads Broadband, Inc",428
1710,46475,St. Maries Gazette Record,St. Maries Gazette Record,The Corporation,475
1711,46476,"Western Communications, Inc.","Western Communications, Inc.","Western Communications, Inc.",4736
1712,46477,"City of Madison, Wisconsin",MUFN,City of Madison,1342
1713,46478,"Gower Computer Support, Inc.",Gower Net,"Gower Computer Support, Inc",5524
1714,46479,Portative Technologies,Portative Technologies LLC,"Portative Technologies, LLC",624
1715,46484,"Sandhill Telephone Cooperative, Inc.",Sandhill Connextions,"Sandhill Connextions, LLC",608
1716,46485,"Visionary Communications, Inc.",Mammoth Networks,"Visionary Communications, Inc",223
1717,46485,"Visionary Communications, Inc.",Visionary Communications,"Visionary Communications, Inc",3513
1718,46489,"Telephone Associates, Inc.",TA,Telephone Associates Inc,26
1719,46490,"Wamego Telephone Company, Inc.",ILEC,"Wamego Telecommunications Company, Inc.",995
1720,46491,"Peoples Telephone Cooperative, Inc./Peoples FiberCom","Peoples Communication, LLC","Peoples Communication, LLC",19200
1721,46492,Cirra Networks,Cirra Networks,"TMN, Inc",48000
1722,46494,Surfnet Communications,Surfnet Communications,Surfnet Communications,49
1723,46498,"Cherry Capital Connection, LLC","Cheryy Capital Connection, LLC","Cherry Capital Connection, LLC",20704
1724,46501,"Public Service Communications, Inc.",Public Service Wireless Inc.,"Public Service Wireless, Inc.",533
1725,46502,Aristotle Inc.,Aristotle,"Aristotle Unified Communications, LLC",8133
1726,46504,"Computer 5, Inc.",LocalTel Communications,"Computer 5, Inc.",1059
1727,46505,"Wamego Telephone Company, Inc.",WTC,WTC Communications Inc.,408
1728,46506,Giggle Fiber LLC,Giggle Fiber LLC,Giggle Fiber LLC,534
1729,46507,Lennon Telephone Company,Lennon,Lennon Telephone Company,771
1730,46508,"CCS Wireless, Inc.",coastinetcom,"CCS Wireless, Inc.",51
1731,46517,"Lightwave Communications, LLC","Lightwave Communications, LLC","Lightwave Communications, LLC",110
1732,46519,Affinity Technology Solutions LLC,Affinity Technology Solutions,Affinity Technology Solutions,93
1733,46520,"Taos Net, LLC","TaosNet, LLC","Taos Net, LLC",4115
1734,46521,Privatel Inc.,"Privatel, Inc.",Privatel Inc.,21
1735,46525,Aerux Boardband,Aerux Broadband,Aerux Boardband,29353
1736,46528,"Schwartz Ventures, Inc.",Madison Telephone Company,Madison Telephone Company,1077
1737,46529,"Cumby Telephone Cooperative, Inc.",Personal Touch Communications,"Cumby Telephone Coop., Inc.",627
1738,46530,Spry Wireless Communications Inc.,Spry Wireless Communications LLC,1969,53
1739,46532,"Cumby Telephone Cooperative, Inc.",Personal Touch Communications,"Cumby Telephone Coop., Inc.",876
1740,46533,Broadlinc Communications LLC,Broadlinc Communications LLC,Broadlinc Communications LLC,181
1741,46534,Park Region Mutual Telephone Company,Park Region Telephone,Park Region Mutual Telephone Company,1208
1742,46535,"Velociter Wireless, Inc.",Velociter Wireless,"Velociter Wireless, Inc.",590
1743,46536,"Access Cable Television, Inc.",Access Cable,"Access Cable Television, Inc.",1700
1744,46537,Cobalt Ridge LLC,Cobalt Ridge LLC,Cobalt Ridge LLC,64
1745,46538,"Sonic Telecom, LLC",Sonic.net,"Sonic Telecom, LLC",57707
1746,46540,"Hughes Computer Services, Inc.",CougarWireless,"HUGHES COMPUTER SERVICES, INC",58
1747,46541,Metro Service Center,Maximum Broadband Solutions,David Christian,11
1748,46542,Service Electric Cable TV Inc.,Service Electric Broadband Cable,"Service Electric Cable Television of New Jersey, Inc.",4518
1749,46543,Randolph Telephone Membership Corporation,Randolph Telephone Membership Corporation,Randolph Telephone Membership Corp,2804
1750,46544,Next-Level Technology Partners,Nextwave Wireless,Nextwave Wireless LLC,284
1751,46546,"Worldnet Telecommunications, Inc.",Worldnet,WORLDNET TELECOMMUNICATIONS,6004
1752,46547,"Wamego Telephone Company, Inc.",2-Tech,"WTC Technologies, Inc.",129
1753,46548,"Adak Eagle Enterprise,LLC",ADAK EAGLE ENTERPRISE,"Adak Eagle Enterprises, LLC",23
1754,46549,NTInet Inc.,NTInet,NTInet Inc,764
1755,46550,"Echo Connectivity Solutions, LLC","Echo Connectivity Solutions, LLC","Echo Connectivity Solutions, LLC",3
1756,46551,"Pioneer Telephone Association, Inc.","Pioneer Telephone Association, Inc.",PIONEER TELEPHONE ASSOCIATION INC,16166
1757,46552,"Valnet Holdings, LLC",Valnet Telecommunications LLC,"Valnet Holdings, LLC",21166
1758,46553,TC LLC,Tyson Communications,TC LLC,577
1759,46556,Mulberry Cooperative Telephone Co. Inc.,Mulberry Telecommunications,Mulberry Cooperative Telephone Co. Inc.,524
1760,46557,"Whittrio, Inc.",Whittrio,Stimulus Technologies,21735
1761,46558,Sail Internet,Sail Internet,Sail Internet,1160
1762,46565,"Smoky Valley Internet, LLC",Smoky Valley Internet,Smoky Valley Internet,185
1763,46567,ICON Technologies Inc.,ICON Technologies Inc.,ICON Technologies Inc.,1037
1764,46570,"JKM Consulting, Inc.",M2 Connections,"JKM Consulting, Inc dba M2 Connections",719
1765,46572,"Whiz to Coho, Inc.",Whiz to Coho Inc,Gun Rodeo,5717
1766,46573,"Block Communications, Inc.",Buckeye Cablesystem,ERIE COUNTY CABLEVISION INC  DBA =  THE CABLESYSTEM,1095
1767,46574,"Santa Rosa Telephone Cooperative, Inc.",SANTA ROSA TELEPHONE COOPERATIVE - 0004278420,"Santa Rosa Telephone Coop, Inc.",3534
1768,46575,"WEHCO Video, Inc.",Cam-Tel Company,"WEHCO Video, Inc.",388
1769,46575,"WEHCO Video, Inc.",East Arkansas Cable TV,"WEHCO Video, Inc.",661
1770,46575,"WEHCO Video, Inc.",Hope Community TV Prescott Video,"WEHCO Video, Inc.",440
1771,46575,"WEHCO Video, Inc.","Kilgore Cable Television, Inc.","WEHCO Video, Inc.",406
1772,46575,"WEHCO Video, Inc.","Longview Cable Television, Inc.","WEHCO Video, Inc.",2247
1773,46575,"WEHCO Video, Inc.",Pine Bluff Cable TV,"WEHCO Video, Inc.",1172
1774,46575,"WEHCO Video, Inc.",Resort Cable TV,"WEHCO Video, Inc.",2058
1775,46575,"WEHCO Video, Inc.",Tahlequah Cable TV,"WEHCO Video, Inc.",555
1776,46575,"WEHCO Video, Inc.",Vicksburg Video,"WEHCO Video, Inc.",489
1777,46575,"WEHCO Video, Inc.",White County Cable TV,"WEHCO Video, Inc.",713
1778,46577,"Hanson Communications, Inc.",Ft. Randall Atkinson Cable,"Fort Randall Cable Systems, Inc",126
1779,46578,"Echo IT Consulting, LLC",EchoITConsultingLLC,"Echo IT Consulting, LLC",2
1780,46579,Baraga Telephone Company Inc.,Baraga Telephone,Baraga Telephone Company Inc.,371
1781,46580,"Hanson Communications, Inc.",Zumbrota Telephone Co.,Zumbrota Telephone Company,299
1782,46581,GEUS,GEUS,GEUS,1106
1783,46582,NITCO Holding Corporation,NITCO,FBN Indiana Inc.,8286
1784,46584,"WebNX, Inc.",ZX4 by WebNX,"WebNX, Inc.",29
1785,46586,"Schwartz Ventures, Inc.",Madison Communications,"Madison Communications, Inc.",902
1786,46587,"Softcom Internet Communications, Inc.","Softcom Internet Communications, Inc.","Softcom Internet Communications, Inc.",4200
1787,46589,"Hanson Communications, Inc.",Sacred Heart,Sacred Heart Telephone Company,129
1788,46590,"BEH Communications, LLC",BEHCommunications,BEH COMMUNICATIONS LLC,1676
1789,46593,Garden Valley Telephone Company,Garden Valley Telephone Company,Garden Valley Telephone Company,5293
1790,46595,"Franklin Telephone Co., Inc.","Franklin Telephone Co, Inc.","Franklin Telephone Co, Inc.",115
1791,46598,"Arkansas Telephone Company, Inc.",Arkansas Telephone Company,"Arkansas Telephone Co., Inc.",980
1792,46599,"Farmers Telephone Cooperative, Inc. (SC)","FTC Communications, LLC","FTC Communications, LLC",1287
1793,46602,Garden Valley Telephone Company,Garden Valley Telephone Company,Garden Valley Telephone Company,381
1794,46604,Unwired LLC,Unwired,Unwired LLC,107
1795,46605,"Farmers Telephone Cooperative, Inc. (SC)",FTC Diversified Services LLC,"FTC Diversified Services, LLC",3452
1796,46607,Redbird Internet Services,Redbird Internet Services,Redbird Internet Services,621
1797,46609,Noize Communications LLC,Noize Communications LLC,Noize Communications,7743
1798,46610,DayStarr LLC,Daystarr Communications,DayStarr LLC dba DayStarr Communications,954
1799,46611,"BelWave Communications, Inc.",BelWave Communications,"BelWave Communications, Inc.",136832
1800,46612,Randolph Telephone Membership Corporation,Randolph Telephone Telecommunications Incorporated,Randolph Telephone Telecommunications Inc.,798
1801,46615,"InnovativeAir, LLC",InnovativeAir LLC,"InnovativeAir, LLC.",16
1802,46620,Dry Creek Internet and Communications LLC,Dry Creek Internet & Communications,Dry Creek Internet and Communications LLC,5
1803,46622,Vertical Broadband LLC,Vertical Broadband,Vertical Broadband LLC.,61
1804,46624,Hudson Valley Wireless,Hudson Valley Wireless,John Guzzo,19895
1805,46625,"Blip Networks, LLC",BLIP Networks,BLIP Networks LLC,3419
1806,46627,Liberty Broadband LLC,Liberty Broadband LLC,Liberty Broadband LLC,57
1807,46630,The T1 Company LLC,The T1CompanyLLC,"THE T1 COMPANY, LLC",37
1808,46631,"Interstate Telecommunications Cooperative, Inc.","Interstate Telecommunications Cooperative, Inc.","Interstate Telecommunications Cooperative, Inc.",7397
1809,46632,Aroostook Technologies Inc.,Aroostook Technologies Inc.,Aroostook Technologies Inc.,326
1810,46633,"Windstream Holdings, Inc.","Windstream NuVox, Inc.","NuVox, Inc.",14272
1811,46635,"Perry-Spencer Rural Telephone Cooperative, Inc.","Perry-Spencer Communications, Inc.","Perry-Spencer Communications, Inc.",1900
1812,46636,Rural Telephone Service Co dba Nex-Tech,Nex-Tech,Rural Telephone Service Co dba Nex-Tech,11506
1813,46637,"Nex-Tech, LLC","Nex-Tech, LLC","Nex-Tech, LLC",13870
1814,46638,"Public Service Communications, Inc.","Forsyth Cablenet, LLC","Forsyth Cablenet, LLC",224
1815,46639,Indianola Municipal Utilities,Indianola Municipal Utilities,Indianola Municipal Utilities,285
1816,46640,"May, Bott et al.",New Florence Telephone,"New Florence Telephone Company, Inc.",111
1817,46641,T3 VoiceNet LLC,T3VoiceNet,T3 VoiceNet LLC,83
1818,46642,Citizens Telephone Cooperative (VA),Citizens Telephone Cooperative,Citizens Telephone Cooperative,1906
1819,46643,Skyline Telephone Membership Corporation,Chesnee Communications,"Chesnee Telephone Company, Inc. d/b/a Chesnee Communications",717
1820,46645,"Eastern Shore Communications, LLC",Eastern Shore Communications,"Eastern Shore Communications, LLC",2557
1821,46649,"Lexsar Solutions, Inc.",LexsarSolutions,Lexsar Solutions Inc,4
1822,46650,"Hanson Communications, Inc.",Clara City,Clara City Telephone Company,323
1823,46652,The Moundridge Telephone Company,Moundridge Telephone Co.,Moundridge Telephone Co.,1857
1824,46653,"Schurz Communications, Inc.",Antietam Cable Television,Antietam Cable Television,3237
1825,46655,"Stealth Broadband, LLC",Stealth Broadband LLC,Stealth Broadband,418
1826,46656,Laurens Municipal Broadband Communications Utility,Laurens Municipal Utilties,Laurens Municipal Communications Utility,35
1827,46657,"Universal Connectivity, Inc.",Universal Connectivity,"Universal Connectivity, Inc.",20
1828,46658,Plant Telephone Company,Plant TiftNet,Plant TiftNet,897
1829,46659,"Clarence Telephone Company, Inc.","Clarence Telephone Co., Inc.","Clarence Telephone Co., Inc.",165
1830,46661,"Blanchard Telephone Association, Inc.",Blanchard Telephone Company,Blanchard Telephone Co.,233
1831,46662,Cyber Mesa,Cyber Mesa Telecom,Cyber Mesa Computer Systems Incorporated,783
1832,46663,Win Win Wireless,WinWinWireless,Win Win Wireless,29
1833,46664,North-State Telephone Co. (NC),North State Communications,"North State Communications Advanced Services, LLC",1277
1834,46666,"CompassMSP, LLC","CompassMSP, LLC","CompassMSP, LLC",8
1835,46668,Spanish Fork City,Spanish Fork City CORP,Spanish Fork City,423
1836,46668,Spanish Fork City,Spanish Fork City CORP.,Spanish Fork City,4152
1837,46670,Communication Construction Services,American Warrior Networks,American Warrior Networks,13
1838,46671,"Wisper II, LLC",WISPER II LLC,"Wisper II, LLC",1084
1839,46673,"Florida WiFi, LLC","Florida WiFi, LLC","Florida WiFi, LLC",14
1840,46676,"Stratosnet Technologies, Inc.",skynet,Skynet Communications,1133
1841,46678,"D4US, LLC",Dimension4,"D4US, LLC dba dimension4",10
1842,46680,"Public Service Communications, Inc.",FLINT CABLE,"Flint Cable TV, Inc.",374
1843,46681,"BendTel, Inc.","BendTel, Inc",BendTel,271
1844,46682,Southern Kansas Telephone Company,"The Southern Kansas Telephone Company, Inc","The Southern Kansas Telephone Company, Inc.",53
1845,46682,Southern Kansas Telephone Company,"The Southern Kansas Telephone Company, Inc.","The Southern Kansas Telephone Company, Inc.",2660
1846,46683,Watson Cable Company,WATSON CABLE,"RGW Communications, Inc.",226
1847,46684,"May, Bott et al.",Orchard Farm Telephone,Orchard Farm Telephone,110
1848,46685,"Agile Network Builders, LLC.",Agile Networks,Agile Networks,58283
1849,46686,"Warp2, Inc.","Warp2,inc","Warp2, inc",201
1850,46689,"SRT Communications, Inc.","SRT Communications, Inc.","SRT Communications, Inc.",12493
1851,46691,Prince George Electric Cooperative,Prince George Electric Coop,"PGEC Enterprises, LLC",182
